ID,Direccion,Localidad,Coordenadas,
48090,calle henri de toulouse lautrec 134 urbanización san borja manzana q6 ,SAN BORJA-LIMA-LIMA,"(-12.09193,-76.993991)",
48091,calle oscar dominguez 250 urbanización san borja manzana j5 ,SAN BORJA-LIMA-LIMA,"(-12.088524,-76.993691)",
48092,calle vincent van gogh 165 urbanización san borja manzana e5 ,SAN BORJA-LIMA-LIMA,"(-12.087614,-76.994498)",
48093,calle salvador dali 164 urbanización san borja manzana d5 ,SAN BORJA-LIMA-LIMA,"(-12.088063,-76.99576)",
48094,avenida san luis 1845 urbanización jacaranda manzana h5 ,SAN BORJA-LIMA-LIMA,"(-12.085192,-76.996687)",
48095,calle victor estremadoyro 0 urbanización jacaranda manzana g lote 9,SAN BORJA-LIMA-LIMA,"(-12.085968,-76.995804)",
48096,calle virrey joaquin de la pezuela 158 urbanización jacaranda manzana h ,SAN BORJA-LIMA-LIMA,"(-12.086016,-76.993962)",
48097,calle horacio ballon 170 urbanización jacaranda manzana k4 ,SAN BORJA-LIMA-LIMA,"(-12.08258,-76.996107)",
48098,calle jorge aprile 316 urbanización jacaranda manzana a4 ,SAN BORJA-LIMA-LIMA,"(-12.084067,-76.993811)",
48099,avenida agustin de la rosa toro 1116 urbanización jacaranda manzana d4 ,SAN BORJA-LIMA-LIMA,"(-12.082636,-76.993457)",
48100,avenida agustin de la rosa toro 1168 urbanización jacaranda manzana d4 ,SAN BORJA-LIMA-LIMA,"(-12.083377,-76.993348)",
48101,calle horacio ballon 224 urbanización jacaranda manzana j4 ,SAN BORJA-LIMA-LIMA,"(-12.082163,-76.995135)",
48102,calle horacio ballon 242 urbanización jacaranda manzana j4 ,SAN BORJA-LIMA-LIMA,"(-12.082114,-76.994922)",
48103,calle tomas breton 233 urbanización san borja manzana k6 ,SAN BORJA-LIMA-LIMA,"(-12.092699,-76.993048)",
48104,calle jose urdanivia gines 446 urbanización javier prado manzana q3 ,SAN BORJA-LIMA-LIMA,"(-12.081809,-76.992328)",
48105,calle jose urdanivia gines 474 urbanización javier prado manzana q3 ,SAN BORJA-LIMA-LIMA,"(-12.081808,-76.991844)",
48106,calle enrique pastor 100 urbanización javier prado manzana k3 ,SAN BORJA-LIMA-LIMA,"(-12.082368,-76.991857)",
48107,calle jorge aprile 0 urbanización javier prado manzana e3 lote 17,SAN BORJA-LIMA-LIMA,"(-12.083759,-76.991501)",
48108,calle jorge aprile 458 urbanización javier prado manzana e3 ,SAN BORJA-LIMA-LIMA,"(-12.083821,-76.991937)",
48109,calle jorge aprile 568 urbanizacion javier prado manzana c3 lote 9,SAN BORJA-LIMA-LIMA,"(-12.083614,-76.990489)",
48110,calle jorge aprile 416 urbanización javier prado manzana e3 ,SAN BORJA-LIMA-LIMA,"(-12.083914,-76.992592)",
48111,avenida agustin de la rosa toro 1121 urbanización javier prado manzana m3 ,SAN BORJA-LIMA-LIMA,"(-12.082738,-76.993162)",
48112,calle walter infante de la torre 224 urbanización javier prado manzana a2 ,SAN BORJA-LIMA-LIMA,"(-12.085388,-76.99058)",
48113,calle walter infante de la torre 258 urbanización javier prado manzana a2 ,SAN BORJA-LIMA-LIMA,"(-12.085602,-76.990546)",
48114,calle leonardo euler 139 urbanización san borja manzana p11 ,SAN BORJA-LIMA-LIMA,"(-12.102182,-77.00767)",
48115,calle juan miguel arevalo 150 urbanización javier prado manzana d2 ,SAN BORJA-LIMA-LIMA,"(-12.084802,-76.989029)",
48116,calle jose jimenez borja 117 urbanización javier prado manzana d2 ,SAN BORJA-LIMA-LIMA,"(-12.084428,-76.98951)",
48117,calle jose jimenez borja 117 urbanizacion javier prado manzana d2 ,SAN BORJA-LIMA-LIMA,"(-12.084503,-76.989489)",
48118,calle daniel mu╤oz 174 urbanización javier prado manzana b2 ,SAN BORJA-LIMA-LIMA,"(-12.084854,-76.990118)",
48119,avenida julio bayletti 572 urbanización javier prado manzana b2 ,SAN BORJA-LIMA-LIMA,"(-12.084317,-76.99049)",
48120,calle daniel muñoz 288 urbanizacion javier prado manzana b2 ,SAN BORJA-LIMA-LIMA,"(-12.085737,-76.989982)",
48121,avenida de las artes norte 1211 urbanización san borja manzana a5 ,SAN BORJA-LIMA-LIMA,"(-12.089376,-76.993132)",
48122,avenida de las artes norte 1215 urbanización san borja manzana a5 ,SAN BORJA-LIMA-LIMA,"(-12.089375,-76.993118)",
48123,avenida de las artes norte 1208 urbanización san borja manzana f6 ,SAN BORJA-LIMA-LIMA,"(-12.08961,-76.993217)",
48124,calle oscar dominguez 335 urbanización san borja manzana f6 ,SAN BORJA-LIMA-LIMA,"(-12.090456,-76.993241)",
48125,calle mario florian 0 urbanización javier prado manzana m3 lote 36,SAN BORJA-LIMA-LIMA,"(-12.083676,-76.992672)",
48126,avenida julio bayletti 295 urbanización jacaranda manzana b4 ,SAN BORJA-LIMA-LIMA,"(-12.084612,-76.995057)",
48127,calle nicanor arteaga  urbanizacion javier prado manzana p3 lote 11,SAN BORJA-LIMA-LIMA,"(-12.08211,-76.990947)",
48128,avenida julio bayletti 427 urbanización javier prado manzana e3 ,SAN BORJA-LIMA-LIMA,"(-12.084213,-76.992364)",
48129,calle tomas breton 0 urbanización san borja manzana m6 lote 5,SAN BORJA-LIMA-LIMA,"(-12.092444,-76.994344)",
48130,avenida de las artes norte 1046 urbanización san borja manzana d6 ,SAN BORJA-LIMA-LIMA,"(-12.089939,-76.995677)",
48131,calle antonio van dyck 166 urbanización san borja manzana b5 ,SAN BORJA-LIMA-LIMA,"(-12.089054,-76.994213)",
48132,calle salvador dali 251 urbanización san borja manzana b5 ,SAN BORJA-LIMA-LIMA,"(-12.089307,-76.995406)",
48133,calle salvador dali 288 urbanización san borja manzana c5 ,SAN BORJA-LIMA-LIMA,"(-12.089387,-76.995563)",
48134,calle oscar dominguez 416 urbanización san borja manzana q6 ,SAN BORJA-LIMA-LIMA,"(-12.092232,-76.993433)",
48135,avenida san luis 1913 urbanización san borja manzana d5 ,SAN BORJA-LIMA-LIMA,"(-12.087711,-76.996335)",
48136,calle antonio van dyck 125 urbanización san borja manzana j5 ,SAN BORJA-LIMA-LIMA,"(-12.08901,-76.995082)",
48137,calle vincent van gogh 178 urbanización san borja manzana k5 ,SAN BORJA-LIMA-LIMA,"(-12.087748,-76.994283)",
48138,calle vincent van gogh 134 urbanización san borja manzana k5 ,SAN BORJA-LIMA-LIMA,"(-12.087838,-76.994941)",
48139,avenida javier prado este 2959 urbanización jacaranda manzana h ,SAN BORJA-LIMA-LIMA,"(-12.086479,-76.993904)",
48140,avenida julio bayletti 350 urbanizacion jacaranda manzana f5 ,SAN BORJA-LIMA-LIMA,"(-12.084773,-76.994067)",
48141,calle jose jimenez borja 167 urbanización javier prado manzana d2 ,SAN BORJA-LIMA-LIMA,"(-12.085025,-76.989383)",
48142,avenida san luis 2133 urbanización san borja manzana c6 ,SAN BORJA-LIMA-LIMA,"(-12.091871,-76.995735)",
48143,avenida san luis 1903 urbanización san borja manzana d5 ,SAN BORJA-LIMA-LIMA,"(-12.087498,-76.996365)",
48144,calle horacio ballon 103 urbanización jacaranda manzana m4 ,SAN BORJA-LIMA-LIMA,"(-12.08283,-76.996891)",
48145,calle mario florian 0 urbanización javier prado manzana m3 lote 20,SAN BORJA-LIMA-LIMA,"(-12.082465,-76.992849)",
48146,calle enrique olivero 0 urbanización javier prado manzana d2 lote 12,SAN BORJA-LIMA-LIMA,"(-12.084313,-76.989433)",
48147,calle daniel mu╤oz 122 urbanización javier prado manzana b2 ,SAN BORJA-LIMA-LIMA,"(-12.084405,-76.990189)",
48148,avenida julio bayletti 440 urbanizacion javier prado manzana d3 ,SAN BORJA-LIMA-LIMA,"(-12.084557,-76.992243)",
48149,calle manuel scorza 251 urbanización javier prado manzana a2 ,SAN BORJA-LIMA-LIMA,"(-12.085607,-76.990959)",
48150,calle joaquin sorolla 187 urbanización san borja manzana p6 ,SAN BORJA-LIMA-LIMA,"(-12.091699,-76.993758)",
48151,calle oscar dominguez 105 urbanización san borja manzana f5 ,SAN BORJA-LIMA-LIMA,"(-12.087145,-76.993721)",
48152,avenida javier prado este 3339 urbanización javier prado manzana b2 ,SAN BORJA-LIMA-LIMA,"(-12.085939,-76.990097)",
48153,calle salvador dali 489 urbanización san borja manzana m6 ,SAN BORJA-LIMA-LIMA,"(-12.092572,-76.994933)",
48154,avenida san borja norte 1087 urbanización san borja manzana m6 ,SAN BORJA-LIMA-LIMA,"(-12.09303,-76.993968)",
48155,calle antonio van dyck 143 urbanización san borja manzana j5 ,SAN BORJA-LIMA-LIMA,"(-12.088966,-76.994758)",
48156,calle antonio van dyck 564 urbanización san borja manzana j5 ,SAN BORJA-LIMA-LIMA,"(-12.088964,-76.994743)",
48157,calle angiolo bronzino 239 urbanizacion san borja manzana k5 ,SAN BORJA-LIMA-LIMA,"(-12.088325,-76.994852)",
48158,avenida javier prado este 2955 urbanización jacaranda manzana h ,SAN BORJA-LIMA-LIMA,"(-12.086494,-76.99401)",
48159,avenida julio bayletti 340 urbanización jacaranda manzana f5 ,SAN BORJA-LIMA-LIMA,"(-12.084801,-76.994251)",
48160,calle jorge aprile 180 urbanización jacaranda manzana b4 ,SAN BORJA-LIMA-LIMA,"(-12.084273,-76.995324)",
48161,calle nicanor arteaga 144 urbanización jacaranda manzana g4 ,SAN BORJA-LIMA-LIMA,"(-12.083277,-76.996305)",
48162,calle clemente parraga 152 urbanización jacaranda manzana m4 ,SAN BORJA-LIMA-LIMA,"(-12.082162,-76.995702)",
48163,calle jorge aprile 326 urbanización jacaranda manzana a4 ,SAN BORJA-LIMA-LIMA,"(-12.084054,-76.99373)",
48164,avenida canada 3342 urbanizacion jacaranda manzana l4 ,SAN BORJA-LIMA-LIMA,"(-12.081713,-76.995504)",
48165,avenida agustin de la rosa toro 1050 urbanización jacaranda manzana i4 ,SAN BORJA-LIMA-LIMA,"(-12.081755,-76.993577)",
48166,calle henri de toulouse lautrec 274 urbanización san borja manzana k6 ,SAN BORJA-LIMA-LIMA,"(-12.092515,-76.992449)",
48167,calle jose jimenez borja 177 urbanización javier prado manzana d2 ,SAN BORJA-LIMA-LIMA,"(-12.085121,-76.989362)",
48168,calle alonso del arco 161 urbanización san borja manzana o6 ,SAN BORJA-LIMA-LIMA,"(-12.090752,-76.993865)",
48169,calle vincent van gogh 223 urbanizacion san borja manzana f5 ,SAN BORJA-LIMA-LIMA,"(-12.087461,-76.993393)",
48170,calle jorge aprile 149 urbanización jacaranda manzana f4 ,SAN BORJA-LIMA-LIMA,"(-12.084152,-76.995545)",
48171,calle jorge aprile 279 urbanización jacaranda manzana e4 ,SAN BORJA-LIMA-LIMA,"(-12.083952,-76.994131)",
48172,calle nicanor arteaga 409 urbanización javier prado manzana q3 ,SAN BORJA-LIMA-LIMA,"(-12.082116,-76.992625)",
48173,avenida julio bayletti 513 urbanización javier prado manzana c3 ,SAN BORJA-LIMA-LIMA,"(-12.084028,-76.991081)",
48174,avenida julio bayletti 401 urbanización javier prado manzana e3 ,SAN BORJA-LIMA-LIMA,"(-12.084284,-76.992883)",
48175,calle enrique paillardelle 195 urbanización jacaranda manzana i5 ,SAN BORJA-LIMA-LIMA,"(-12.085273,-76.994968)",
48176,avenida javier prado este 3307 urbanizacion javier prado manzana a2 ,SAN BORJA-LIMA-LIMA,"(-12.08604,-76.99077)",
48177,calle alberto hidalgo 119 urbanización javier prado manzana g2 ,SAN BORJA-LIMA-LIMA,"(-12.084677,-76.98872)",
48178,calle juan miguel arevalo 115 urbanización javier prado manzana g2 ,SAN BORJA-LIMA-LIMA,"(-12.084591,-76.988936)",
48179,calle antonio van dyck 131 urbanización san borja manzana j5 ,SAN BORJA-LIMA-LIMA,"(-12.088998,-76.994985)",
48180,calle joaquin sorolla 117 urbanización san borja manzana p6 ,SAN BORJA-LIMA-LIMA,"(-12.091123,-76.993756)",
48181,calle alonso del arco 184 urbanización san borja manzana p6 ,SAN BORJA-LIMA-LIMA,"(-12.090862,-76.993433)",
48182,calle tomas breton 198 urbanización san borja manzana m6 ,SAN BORJA-LIMA-LIMA,"(-12.092607,-76.993738)",
48183,avenida san luis 2147 urbanización san borja manzana c6 ,SAN BORJA-LIMA-LIMA,"(-12.092099,-76.995696)",
48184,avenida san luis 2017 urbanización san borja manzana d6 ,SAN BORJA-LIMA-LIMA,"(-12.090142,-76.995962)",
48185,avenida de las artes norte 1172 urbanización san borja manzana e6 ,SAN BORJA-LIMA-LIMA,"(-12.089711,-76.994035)",
48186,avenida de las artes norte 1128 urbanización san borja manzana e6 ,SAN BORJA-LIMA-LIMA,"(-12.089831,-76.994884)",
48187,avenida de las artes norte 1100 urbanización san borja manzana e6 ,SAN BORJA-LIMA-LIMA,"(-12.089888,-76.995327)",
48188,calle bartolome bermejo 109 urbanización san borja manzana e6 ,SAN BORJA-LIMA-LIMA,"(-12.090335,-76.995138)",
48189,calle bartolome bermejo 532 urbanización san borja manzana e6 ,SAN BORJA-LIMA-LIMA,"(-12.090207,-76.994186)",
48190,calle angiolo bronzino 189 urbanización san borja manzana c5 ,SAN BORJA-LIMA-LIMA,"(-12.088612,-76.995781)",
48191,calle francisco ribalta 178 urbanización san borja manzana n6 ,SAN BORJA-LIMA-LIMA,"(-12.091766,-76.994621)",
48192,calle henri de toulouse lautrec 126 urbanización san borja manzana q6 ,SAN BORJA-LIMA-LIMA,"(-12.091879,-76.994212)",
48193,calle tomas breton 179 urbanización san borja manzana q6 ,SAN BORJA-LIMA-LIMA,"(-12.092432,-76.993777)",
48194,calle salvador dali 314 urbanización san borja manzana d6 ,SAN BORJA-LIMA-LIMA,"(-12.090284,-76.995461)",
48195,avenida san luis 2021 urbanización san borja manzana d6 ,SAN BORJA-LIMA-LIMA,"(-12.090228,-76.995948)",
48196,calle angiolo bronzino 569 urbanización el jacaranda et 2 manzana j5 ,SAN BORJA-LIMA-LIMA,"(-12.088523,-76.995157)",
48197,calle angiolo bronzino 280 urbanización san borja manzana j5 ,SAN BORJA-LIMA-LIMA,"(-12.088387,-76.994206)",
48198,calle salvador dali 201 urbanización san borja manzana j5 ,SAN BORJA-LIMA-LIMA,"(-12.088696,-76.995504)",
48199,calle clemente parraga 425 urbanización jacaranda manzana h ,SAN BORJA-LIMA-LIMA,"(-12.086263,-76.994597)",
48200,calle mariano iberico 150 urbanización jacaranda manzana c5 ,SAN BORJA-LIMA-LIMA,"(-12.085743,-76.994204)",
48201,calle clemente parraga 323 urbanización jacaranda manzana f5 ,SAN BORJA-LIMA-LIMA,"(-12.085169,-76.994756)",
48202,avenida julio bayletti 0 urbanización jacaranda manzana b4 lote 22,SAN BORJA-LIMA-LIMA,"(-12.084699,-76.995701)",
48203,calle nicanor arteaga 139 urbanización jacaranda manzana k4 ,SAN BORJA-LIMA-LIMA,"(-12.083133,-76.996364)",
48204,calle nicanor arteaga 163 urbanización jacaranda manzana k4 ,SAN BORJA-LIMA-LIMA,"(-12.082948,-76.996058)",
48205,avenida san luis 1639 urbanización jacaranda manzana m4 ,SAN BORJA-LIMA-LIMA,"(-12.082818,-76.997035)",
48206,avenida canada 3332 urbanizacion jacaranda manzana m4 ,SAN BORJA-LIMA-LIMA,"(-12.081885,-76.995933)",
48207,calle clemente parraga 130 urbanización jacaranda manzana m4 ,SAN BORJA-LIMA-LIMA,"(-12.082019,-76.995763)",
48208,calle clemente parraga 140 urbanización jacaranda manzana m4 ,SAN BORJA-LIMA-LIMA,"(-12.082031,-76.995757)",
48209,calle jorge aprile 262 urbanización jacaranda manzana a4 ,SAN BORJA-LIMA-LIMA,"(-12.084129,-76.994265)",
48210,calle horacio ballon 278 urbanización jacaranda manzana j4 ,SAN BORJA-LIMA-LIMA,"(-12.082023,-76.994491)",
48211,avenida canada 3370 urbanización jacaranda manzana l4 ,SAN BORJA-LIMA-LIMA,"(-12.081609,-76.995085)",
48212,calle antonio van dyck 210 urbanización san borja manzana a5 ,SAN BORJA-LIMA-LIMA,"(-12.088911,-76.993228)",
48213,calle jose astudillo vasallo 0 urbanización javier prado manzana j3 lote 33,SAN BORJA-LIMA-LIMA,"(-12.083502,-76.991202)",
48214,calle jorge francisco o'connor 196 urbanización javier prado manzana l3 ,SAN BORJA-LIMA-LIMA,"(-12.083638,-76.992182)",
48215,calle mario florian 257 urbanización javier prado manzana l3 ,SAN BORJA-LIMA-LIMA,"(-12.083173,-76.992563)",
48216,calle jorge francisco o'connor 177 urbanización javier prado manzana k3 ,SAN BORJA-LIMA-LIMA,"(-12.083384,-76.992028)",
48217,calle walter infante de la torre 298 urbanización javier prado manzana a2 ,SAN BORJA-LIMA-LIMA,"(-12.08594,-76.990495)",
48218,calle mario florian 242 urbanización javier prado manzana m3 ,SAN BORJA-LIMA-LIMA,"(-12.083004,-76.992772)",
48219,calle mario florian 252 urbanización javier prado manzana m3 ,SAN BORJA-LIMA-LIMA,"(-12.083077,-76.992763)",
48220,jirón san miguel 0 urbanización javier prado manzana r3 lote 9,SAN BORJA-LIMA-LIMA,"(-12.081542,-76.993031)",
48221,calle walter infante de la torre 0 urbanización javier prado manzana a2 lote 36,SAN BORJA-LIMA-LIMA,"(-12.085246,-76.9906)",
48222,calle walter infante de la torre 179 urbanización javier prado manzana b2 ,SAN BORJA-LIMA-LIMA,"(-12.084973,-76.990459)",
48223,calle manuel scorza 285 urbanización javier prado manzana a2 ,SAN BORJA-LIMA-LIMA,"(-12.085814,-76.990927)",
48224,calle horacio ballon 145 urbanización jacaranda manzana m4 ,SAN BORJA-LIMA-LIMA,"(-12.08256,-76.996364)",
48225,calle mario florian 250 urbanización javier prado manzana m3 ,SAN BORJA-LIMA-LIMA,"(-12.083066,-76.992766)",
48226,calle alberto hidalgo 118 urbanización javier prado manzana 2f ,SAN BORJA-LIMA-LIMA,"(-12.084886,-76.988663)",
48227,calle daniel mu╤oz 0 urbanización javier prado manzana b2 lote 3,SAN BORJA-LIMA-LIMA,"(-12.085539,-76.989826)",
48228,calle daniel mu╤oz 242 urbanización javier prado manzana b2 ,SAN BORJA-LIMA-LIMA,"(-12.085453,-76.990026)",
48229,calle daniel mu╤oz 282 urbanización javier prado manzana b2 ,SAN BORJA-LIMA-LIMA,"(-12.0856,-76.990002)",
48230,calle daniel mu╤oz 196 urbanización javier prado manzana b2 ,SAN BORJA-LIMA-LIMA,"(-12.085112,-76.990078)",
48231,calle oscar dominguez 386 urbanización san borja manzana p6 ,SAN BORJA-LIMA-LIMA,"(-12.091656,-76.993338)",
48232,avenida de las artes norte 1173 urbanizacion san borja manzana b5 ,SAN BORJA-LIMA-LIMA,"(-12.08949,-76.993932)",
48233,avenida de las artes norte 1111 urbanización san borja manzana b5 ,SAN BORJA-LIMA-LIMA,"(-12.089652,-76.995098)",
48234,avenida de las artes norte 1131 urbanización san borja manzana b5 ,SAN BORJA-LIMA-LIMA,"(-12.089605,-76.994774)",
48235,calle antonio van dyck 228 urbanización san borja manzana a5 ,SAN BORJA-LIMA-LIMA,"(-12.08886,-76.992835)",
48236,calle jorge aprile 243 urbanización jacaranda manzana e4 ,SAN BORJA-LIMA-LIMA,"(-12.083998,-76.994491)",
48237,avenida julio bayletti 325 urbanización jacaranda manzana a4 ,SAN BORJA-LIMA-LIMA,"(-12.084518,-76.994432)",
48238,avenida javier prado este 3345 urbanización javier prado manzana b2 ,SAN BORJA-LIMA-LIMA,"(-12.085928,-76.989995)",
48239,avenida san borja norte 1085 urbanización san borja manzana m6 ,SAN BORJA-LIMA-LIMA,"(-12.093026,-76.993981)",
48240,avenida san luis 2143 urbanización san borja manzana c6 ,SAN BORJA-LIMA-LIMA,"(-12.091988,-76.995716)",
48241,calle salvador dali 449 urbanización san borja manzana n6 ,SAN BORJA-LIMA-LIMA,"(-12.092021,-76.995021)",
48242,calle salvador dali 375 urbanización san borja manzana n6 ,SAN BORJA-LIMA-LIMA,"(-12.091188,-76.995152)",
48243,avenida san luis 2025 urbanización san borja manzana d6 ,SAN BORJA-LIMA-LIMA,"(-12.090257,-76.995945)",
48244,avenida de las artes norte  urbanizacion san borja manzana e6 lote 18,SAN BORJA-LIMA-LIMA,"(-12.089884,-76.9953)",
48245,avenida san luis 1995 urbanización san borja manzana c5 ,SAN BORJA-LIMA-LIMA,"(-12.089578,-76.996013)",
48246,calle francisco ribalta 144 urbanización san borja manzana n6 ,SAN BORJA-LIMA-LIMA,"(-12.091264,-76.994704)",
48247,calle henri de toulouse lautrec 166 urbanización san borja manzana q6 ,SAN BORJA-LIMA-LIMA,"(-12.091991,-76.993764)",
48248,calle angiolo bronzino 256 urbanización san borja manzana j5 ,SAN BORJA-LIMA-LIMA,"(-12.088448,-76.994616)",
48249,avenida javier prado este 2900 urbanización san borja manzana e5 ,SAN BORJA-LIMA-LIMA,"(-12.08729,-76.995638)",
48250,calle salvador dali 136 urbanización san borja manzana d5 ,SAN BORJA-LIMA-LIMA,"(-12.087842,-76.995791)",
48251,calle de la tecnica 200 conjunto residencial las torres de san borja manzana d5 ,SAN BORJA-LIMA-LIMA,"(-12.085031,-76.997796)",
48252,avenida san luis 1935 urbanización san borja manzana d5 ,SAN BORJA-LIMA-LIMA,"(-12.088136,-76.996273)",
48253,calle angiolo bronzino 225 urbanización san borja manzana k5 ,SAN BORJA-LIMA-LIMA,"(-12.088355,-76.995071)",
48254,calle angiolo bronzino 263 urbanización san borja manzana k5 ,SAN BORJA-LIMA-LIMA,"(-12.088262,-76.994428)",
48255,avenida agustin de la rosa toro 1308 urbanización jacaranda manzana a5 ,SAN BORJA-LIMA-LIMA,"(-12.085704,-76.993015)",
48256,calle alejandro deustua 134 urbanización jacaranda manzana g4 ,SAN BORJA-LIMA-LIMA,"(-12.083608,-76.995958)",
